accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posConditionCode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
343778742,343778742,5000.0,742.43,2016-04-10T17:11:48,32.42,Starbucks #605722,US,US,02,fastfood,True,08/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4257.57,,,,01,,,False,False
343778742,343778742,5000.0,710.01,2016-04-11T14:37:23,67.73,Krispy Kreme #598874,US,US,02,fastfood,True,04/2028,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,4289.99,,,,01,,,False,False
343778742,343778742,5000.0,777.74,2016-04-12T16:37:15,180.83,Popeyes #179461,US,US,05,fastfood,True,06/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4222.26,,,,01,,,False,False
343778742,343778742,5000.0,596.91,2016-04-14T10:11:10,315.68,Subway #401837,US,US,05,fastfood,True,02/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4403.09,,,,01,,,False,False
343778742,343778742,5000.0,281.23,2016-04-16T08:13:46,157.8,Quizno's #341039,US,US,09,fastfood,True,12/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4718.77,,,,01,,,False,False
343778742,343778742,5000.0,2728.19,2016-04-18T04:32:01,5.97,Subway #685273,US,US,09,fastfood,True,11/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2271.81,,,,01,,,False,False
343778742,343778742,5000.0,2722.22,2016-04-18T14:41:24,463.86,Starbucks #559320,US,US,05,fastfood,True,08/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2277.78,,,,08,,,False,False
343778742,343778742,5000.0,2258.36,2016-04-18T19:51:42,169.28,Pizza Hut #58204,US,US,02,fastfood,True,02/2033,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2741.64,,,,01,,,False,False
343778742,343778742,5000.0,2089.08,2016-04-19T04:53:54,448.56,NY News,US,US,09,subscriptions,False,12/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2910.92,,,,08,,,False,False
343778742,343778742,5000.0,1640.52,2016-04-20T05:54:31,2.3,Quizno's #925494,US,US,05,fastfood,True,08/2033,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3359.48,,,,01,,,False,False
343778742,343778742,5000.0,1638.22,2016-04-20T18:47:40,85.58,Domino's Pizza #55020,US,US,05,fastfood,True,09/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3361.78,,,,01,,,False,False
343778742,343778742,5000.0,1552.64,2016-04-21T09:20:32,90.22,Dunkin' Donuts #83377,US,US,09,fastfood,True,02/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3447.36,,,,01,,,False,False
343778742,343778742,5000.0,1462.42,2016-04-23T22:47:29,28.2,Domino's Pizza #606922,US,US,09,fastfood,True,09/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3537.58,,,,01,,,False,False
343778742,343778742,5000.0,1434.22,2016-04-24T03:37:46,5.88,Wendys #08916,US,US,05,fastfood,True,09/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3565.78,,,,01,,,False,False
343778742,343778742,5000.0,1428.34,2016-04-24T19:57:35,96.71,Wendys #940261,US,US,05,fastfood,True,04/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3571.66,,,,08,,,False,False
343778742,343778742,5000.0,1331.63,2016-04-26T17:26:49,54.48,Hardee's #254356,US,US,02,fastfood,True,11/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3668.37,,,,01,,,False,False
343778742,343778742,5000.0,1277.15,2016-04-27T02:36:53,232.27,KFC #586514,US,US,02,fastfood,True,05/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3722.85,,,,01,,,False,True
343778742,343778742,5000.0,1044.88,2016-04-27T21:25:11,352.68,Wendys #663947,US,US,90,fastfood,False,04/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3955.12,,,,01,,,False,False
343778742,343778742,5000.0,692.2,2016-04-28T13:11:05,0.0,Arbys #09582,US,US,09,fastfood,False,07/2033,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,4307.8,,,,01,,,False,False
343778742,343778742,5000.0,692.2,2016-04-29T23:38:52,5.78,Arbys #120948,US,US,02,fastfood,True,04/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4307.8,,,,01,,,False,False
343778742,343778742,5000.0,711.42,2016-05-01T07:22:57,83.27,Krispy Kreme #481883,US,US,05,fastfood,True,10/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4288.58,,,,01,,,False,False
343778742,343778742,5000.0,628.15,2016-05-01T17:54:06,273.67,KFC #342528,US,US,02,fastfood,True,11/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4371.85,,,,01,,,False,True
343778742,343778742,5000.0,354.48,2016-05-02T08:53:32,549.77,Shake Shack #623399,US,US,05,fastfood,True,07/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4645.52,,,,08,,,False,False
343778742,343778742,5000.0,1244.87,2016-05-03T15:46:39,17.11,Dairy Queen #339690,US,US,05,fastfood,True,03/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3755.13,,,,01,,,False,False
343778742,343778742,5000.0,1227.76,2016-05-03T19:33:32,152.21,Shake Shack #221321,US,US,05,fastfood,True,05/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3772.24,,,,08,,,False,False
343778742,343778742,5000.0,1075.55,2016-05-03T22:11:17,25.76,Chicago News,US,US,05,subscriptions,False,09/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3924.45,,,,01,,,False,False
343778742,343778742,5000.0,1049.79,2016-05-04T07:24:30,310.18,Krispy Kreme #750265,US,US,02,fastfood,True,11/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3950.21,,,,01,,,False,False
343778742,343778742,5000.0,739.61,2016-05-07T09:49:14,124.52,Popeyes #255329,US,US,09,fastfood,True,10/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4260.39,,,,01,,,False,False
343778742,343778742,5000.0,615.09,2016-05-08T14:24:02,23.54,Wendys #287622,US,US,02,fastfood,True,09/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4384.91,,,,01,,,False,False
343778742,343778742,5000.0,591.55,2016-05-09T02:16:43,130.94,Shake Shack #10829,PR,PR,02,fastfood,True,09/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4408.45,,,,01,,,False,False
343778742,343778742,5000.0,460.61,2016-05-09T07:20:20,50.34,Wendys #79777,US,US,80,fastfood,True,03/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4539.39,,,,01,,,False,False
343778742,343778742,5000.0,410.27,2016-05-09T09:15:41,146.28,Burger King #951050,US,US,02,fastfood,False,04/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4589.73,,,,01,,,False,False
343778742,343778742,5000.0,263.99,2016-05-10T19:34:54,150.06,Wendys #348172,US,US,09,fastfood,False,10/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4736.01,,,,01,,,False,False
343778742,343778742,5000.0,3514.72,2016-05-11T18:37:17,2.48,In-N-Out #663096,US,US,09,fastfood,True,05/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1485.28,,,,01,,,False,False
343778742,343778742,5000.0,3512.24,2016-05-11T18:38:29,2.48,In-N-Out #663096,US,US,09,fastfood,True,05/2032,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,1487.76,,,,01,,,False,False
343778742,343778742,5000.0,3514.72,2016-05-12T02:04:08,17.24,Subway #821396,US,US,09,fastfood,True,06/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1485.28,,,,01,,,False,False
343778742,343778742,5000.0,3497.48,2016-05-17T15:22:49,62.0,Dunkin' Donuts #282500,US,US,09,fastfood,True,12/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1502.52,,,,08,,,False,False
343778742,343778742,5000.0,3435.48,2016-05-20T21:40:49,95.53,Auntie Anne's #775011,US,US,05,fastfood,True,09/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1564.52,,,,01,,,False,False
343778742,343778742,5000.0,3339.95,2016-05-20T23:53:14,32.57,KFC #992683,US,US,02,fastfood,True,04/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1660.05,,,,01,,,False,True
343778742,343778742,5000.0,3307.38,2016-05-24T21:54:24,22.08,Wendys #245319,US,US,09,fastfood,True,09/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1692.62,,,,08,,,False,False
343778742,343778742,5000.0,3285.3,2016-05-25T20:34:09,428.55,Popeyes #327472,US,US,05,fastfood,True,01/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1714.7,,,,08,,,False,False
343778742,343778742,5000.0,2856.75,2016-05-26T07:47:45,85.81,Burger King #806861,US,US,90,fastfood,True,06/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2143.25,,,,01,,,False,False
343778742,343778742,5000.0,2770.94,2016-05-26T17:06:46,92.82,Shake Shack #822962,US,US,05,fastfood,True,07/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2229.06,,,,01,,,False,False
343778742,343778742,5000.0,2678.12,2016-05-28T21:05:57,249.42,Hardee's #589037,US,US,05,fastfood,True,08/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2321.88,,,,01,,,False,False
343778742,343778742,5000.0,2428.7,2016-05-29T20:07:11,40.25,Dallas Journal,US,US,02,subscriptions,False,05/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2571.3,,,,01,,,False,False
343778742,343778742,5000.0,2388.45,2016-05-30T11:45:14,168.4,Domino's Pizza #530652,US,US,09,fastfood,True,06/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2611.55,,,,08,,,False,False
343778742,343778742,5000.0,2245.05,2016-06-02T05:41:08,0.0,Dunkin' Donuts #351197,US,US,05,fastfood,False,09/2021,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,2754.95,,,,01,,,False,False
343778742,343778742,5000.0,2245.05,2016-06-02T06:21:04,103.97,Five Guys #582541,US,US,05,fastfood,True,08/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2754.95,,,,08,,,False,False
343778742,343778742,5000.0,2141.08,2016-06-02T13:14:35,41.42,Popeyes #196562,US,US,05,fastfood,True,08/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2858.92,,,,01,,,False,False
343778742,343778742,5000.0,2099.66,2016-06-02T13:22:04,60.31,Chicago News,US,US,09,subscriptions,False,01/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2900.34,,,,01,,,False,False
343778742,343778742,5000.0,2039.35,2016-06-06T00:20:34,62.0,Dunkin' Donuts #282500,US,US,09,fastfood,True,12/2030,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,2960.65,,,,08,,,False,False
343778742,343778742,5000.0,2101.35,2016-06-06T13:48:37,131.98,Hardee's #157427,US,US,05,fastfood,True,04/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2898.65,,,,01,,,False,False
343778742,343778742,5000.0,1969.37,2016-06-06T23:00:07,411.65,Burger King #578177,US,US,09,fastfood,True,05/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3030.63,,,,01,,,False,False
343778742,343778742,5000.0,1557.72,2016-06-07T20:32:12,6.93,McDonalds #791572,US,US,09,fastfood,True,09/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3442.28,,,,01,,,False,False
343778742,343778742,5000.0,1550.79,2016-06-07T23:40:52,400.32,Quizno's #784044,US,US,05,fastfood,True,10/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3449.21,,,,08,,,False,False
343778742,343778742,5000.0,1150.47,2016-06-08T04:38:03,288.0,Popeyes #228559,US,US,05,fastfood,True,04/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3849.53,,,,01,,,False,False
343778742,343778742,5000.0,862.47,2016-06-08T11:25:29,4.91,Five Guys #510989,US,US,05,fastfood,True,10/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4137.53,,,,01,,,False,False
343778742,343778742,5000.0,857.56,2016-06-08T19:34:46,16.33,Hardee's #677921,US,US,02,fastfood,True,10/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4142.44,,,,01,,,False,False
343778742,343778742,5000.0,841.23,2016-06-09T05:59:33,108.86,Hardee's #301911,US,US,09,fastfood,True,05/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4158.77,,,,01,,,False,False
343778742,343778742,5000.0,732.37,2016-06-10T04:00:27,166.19,Subway #666430,US,US,02,fastfood,True,03/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4267.63,,,,01,,,False,False
343778742,343778742,5000.0,566.18,2016-06-10T10:41:07,24.77,Wall Street News,US,US,09,subscriptions,False,04/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4433.82,,,,01,,,False,False
343778742,343778742,5000.0,541.41,2016-06-10T11:55:31,30.74,Popeyes #797184,US,US,02,fastfood,True,09/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4458.59,,,,01,,,False,False
343778742,343778742,5000.0,510.67,2016-06-11T15:43:02,2.61,KFC #666952,US,US,09,fastfood,True,07/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4489.33,,,,08,,,False,True
343778742,343778742,5000.0,508.06,2016-06-12T14:41:48,257.62,Krispy Kreme #375200,US,US,05,fastfood,True,04/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4491.94,,,,01,,,False,False
343778742,343778742,5000.0,250.44,2016-06-15T12:59:50,219.94,In-N-Out #162055,US,US,09,fastfood,True,11/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4749.56,,,,01,,,False,False
343778742,343778742,5000.0,695.48,2016-06-15T15:25:22,523.02,Krispy Kreme #466550,US,US,05,fastfood,True,02/2033,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4304.52,,,,01,,,False,False
343778742,343778742,5000.0,3368.52,2016-06-16T18:48:39,54.54,Wall Street News,US,US,09,subscriptions,False,03/2033,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1631.48,,,,01,,,False,False
343778742,343778742,5000.0,3313.98,2016-06-17T12:52:46,53.09,Shake Shack #733219,US,US,09,fastfood,True,07/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1686.02,,,,01,,,False,False
343778742,343778742,5000.0,3260.89,2016-06-18T06:49:47,459.64,Arbys #759784,US,US,05,fastfood,True,11/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1739.11,,,,01,,,False,False
343778742,343778742,5000.0,2801.25,2016-06-20T06:48:00,44.42,Domino's Pizza #43930,US,US,09,fastfood,True,06/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2198.75,,,,01,,,False,False
343778742,343778742,5000.0,2756.83,2016-06-20T08:05:41,167.99,Oklahoma City Times,US,US,05,subscriptions,True,05/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2243.17,,,,01,,,False,False
343778742,343778742,5000.0,2588.84,2016-06-21T14:41:17,57.3,Dunkin' Donuts #909293,US,US,05,fastfood,True,05/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2411.16,,,,01,,,False,False
343778742,343778742,5000.0,2531.54,2016-06-23T03:28:41,300.97,Dunkin' Donuts #760100,US,US,05,fastfood,True,09/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2468.46,,,,01,,,False,False
343778742,343778742,5000.0,2230.57,2016-06-23T16:01:50,62.6,Subway #309527,US,US,05,fastfood,True,03/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2769.43,,,,01,,,False,False
343778742,343778742,5000.0,2167.97,2016-06-24T10:12:38,192.25,Subway #671015,US,US,02,fastfood,True,07/2033,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2832.03,,,,01,,,False,False
343778742,343778742,5000.0,1975.72,2016-06-25T01:59:44,183.28,In-N-Out #711158,US,US,05,fastfood,True,10/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3024.28,,,,01,,,False,False
343778742,343778742,5000.0,1792.44,2016-06-25T06:15:50,133.74,Quizno's #717170,US,US,02,fastfood,True,11/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3207.56,,,,01,,,False,False
343778742,343778742,5000.0,1658.7,2016-06-25T23:44:09,159.7,KFC #670067,US,US,09,fastfood,True,03/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3341.3,,,,01,,,False,True
343778742,343778742,5000.0,1499.0,2016-06-26T02:21:33,169.43,Five Guys #15552,US,US,05,fastfood,True,04/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3501.0,,,,01,,,False,False
343778742,343778742,5000.0,1329.57,2016-06-26T04:23:15,43.37,Wendys #760583,US,US,05,fastfood,True,02/2033,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3670.43,,,,01,,,False,False
343778742,343778742,5000.0,1286.2,2016-06-27T07:22:06,193.03,Wall Street News,US,US,09,subscriptions,True,04/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3713.8,,,,01,,,False,False
343778742,343778742,5000.0,1093.17,2016-06-27T22:31:40,149.56,Hardee's #509359,US,US,09,fastfood,True,07/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3906.83,,,,01,,,True,False
343778742,343778742,5000.0,943.61,2016-06-28T11:03:46,165.44,Taco Bell #631524,US,US,02,fastfood,True,12/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4056.39,,,,01,,,False,False
343778742,343778742,5000.0,778.17,2016-06-29T20:37:46,192.61,Hardee's #557866,US,US,09,fastfood,True,10/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4221.83,,,,01,,,False,False
343778742,343778742,5000.0,585.56,2016-06-30T18:35:49,9.1,Domino's Pizza #490157,US,US,09,fastfood,True,03/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4414.44,,,,01,,,False,False
343778742,343778742,5000.0,576.46,2016-06-30T18:36:55,9.1,Domino's Pizza #490157,US,US,09,fastfood,True,03/2031,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,4423.54,,,,01,,,False,False
343778742,343778742,5000.0,585.56,2016-06-30T19:01:03,173.16,Dairy Queen #421133,US,US,09,fastfood,True,07/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4414.44,,,,01,,,False,False
343778742,343778742,5000.0,437.4,2016-07-01T15:45:08,78.85,Krispy Kreme #61984,US,US,05,fastfood,True,03/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4562.6,,,,01,,,False,False
343778742,343778742,5000.0,358.55,2016-07-02T19:41:18,295.11,Dunkin' Donuts #609831,US,US,02,fastfood,True,04/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4641.45,,,,01,,,False,False
343778742,343778742,5000.0,4218.98,2016-07-02T20:46:59,671.37,Taco Bell #780352,US,US,09,fastfood,True,06/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,781.02,,,,08,,,False,False
343778742,343778742,5000.0,3547.61,2016-07-04T15:24:49,410.54,Wendys #95434,US,US,09,fastfood,True,10/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1452.39,,,,01,,,False,False
343778742,343778742,5000.0,3137.07,2016-07-06T06:15:44,28.3,Wendys #205573,US,US,05,fastfood,True,08/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1862.93,,,,01,,,False,False
343778742,343778742,5000.0,3108.77,2016-07-06T10:03:25,5.76,Domino's Pizza #733759,US,US,02,fastfood,True,10/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1891.23,,,,01,,,False,False
343778742,343778742,5000.0,3103.01,2016-07-07T04:36:42,67.63,Domino's Pizza #252703,US,US,,fastfood,True,04/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1896.99,,,,08,,,False,False
343778742,343778742,5000.0,3035.38,2016-07-08T07:24:59,25.03,Krispy Kreme #369128,US,US,02,fastfood,True,09/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1964.62,,,,01,,,False,False
343778742,343778742,5000.0,3010.35,2016-07-08T15:56:37,250.63,Krispy Kreme #477325,US,US,09,fastfood,True,01/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1989.65,,,,01,,,False,False
343778742,343778742,5000.0,2759.72,2016-07-09T06:13:31,0.0,Popeyes #342533,US,US,02,fastfood,False,12/2031,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,2240.28,,,,01,,,False,False
343778742,343778742,5000.0,2759.72,2016-07-11T07:03:24,438.7,Dunkin' Donuts #972036,US,US,02,fastfood,True,11/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2240.28,,,,01,,,False,False
343778742,343778742,5000.0,2321.02,2016-07-12T04:16:03,133.45,Subway #276026,US,US,02,fastfood,True,10/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2678.98,,,,01,,,False,False
343778742,343778742,5000.0,2187.57,2016-07-12T18:32:30,108.7,Burger King #185621,US,US,09,fastfood,True,08/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2812.43,,,,01,,,False,False
343778742,343778742,5000.0,2078.87,2016-07-14T15:41:10,44.25,Taco Bell #264924,US,US,05,fastfood,True,04/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2921.13,,,,08,,,False,False
343778742,343778742,5000.0,2034.62,2016-07-15T05:51:42,687.1,Shake Shack #194954,US,US,05,fastfood,True,11/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2965.38,,,,01,,,False,False
343778742,343778742,5000.0,1347.52,2016-07-18T22:48:41,0.0,Oklahoma City Post,US,US,09,subscriptions,False,12/2021,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,3652.48,,,,01,,,False,False
343778742,343778742,5000.0,1347.52,2016-07-19T07:54:04,5.05,Play Store,US,US,05,mobileapps,False,06/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3652.48,,,,08,,,False,False
343778742,343778742,5000.0,1342.47,2016-07-19T15:46:40,484.71,Dunkin' Donuts #181558,US,US,05,fastfood,True,10/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3657.53,,,,08,,,False,False
343778742,343778742,5000.0,857.76,2016-07-20T02:28:06,69.6,Seattle News,US,US,09,subscriptions,False,02/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4142.24,,,,01,,,False,False
343778742,343778742,5000.0,788.16,2016-07-20T15:10:33,22.24,Los Angeles News,US,US,09,subscriptions,False,08/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4211.84,,,,01,,,False,False
343778742,343778742,5000.0,765.92,2016-07-26T07:02:26,216.26,Quizno's #908657,US,US,05,fastfood,True,11/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4234.08,,,,01,,,False,False
343778742,343778742,5000.0,549.66,2016-07-27T01:44:55,0.0,Taco Bell #975105,US,US,05,fastfood,False,01/2032,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,4450.34,,,,01,,,False,False
343778742,343778742,5000.0,549.66,2016-07-27T09:10:26,484.04,Quizno's #876657,US,US,09,fastfood,True,02/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4450.34,,,,01,,,False,False
343778742,343778742,5000.0,3369.36,2016-07-28T03:30:22,139.11,Seattle Times,US,US,09,subscriptions,False,01/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1630.64,,,,01,,,False,False
343778742,343778742,5000.0,3230.25,2016-07-29T10:46:55,70.6,In-N-Out #863086,US,US,05,fastfood,True,04/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1769.75,,,,01,,,False,False
343778742,343778742,5000.0,3159.65,2016-07-31T11:28:26,88.43,Arbys #252654,US,US,09,fastfood,True,08/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1840.35,,,,01,,,False,False
343778742,343778742,5000.0,3096.22,2016-08-02T01:00:52,140.94,Dunkin' Donuts #522548,US,US,09,fastfood,True,01/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1903.78,,,,08,,,False,False
343778742,343778742,5000.0,2955.28,2016-08-02T19:51:41,31.13,Auntie Anne's #649246,US,US,09,fastfood,True,05/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2044.72,,,,08,,,False,False
343778742,343778742,5000.0,2924.15,2016-08-03T15:05:38,19.17,Taco Bell #387464,US,US,09,fastfood,True,03/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2075.85,,,,01,,,False,False
343778742,343778742,5000.0,2904.98,2016-08-04T02:27:41,7.98,Dunkin' Donuts #181558,US,US,05,fastfood,True,01/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2095.02,,,,01,,,False,False
343778742,343778742,5000.0,2897.0,2016-08-05T06:00:01,113.67,KFC #43772,US,US,90,fastfood,True,06/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2103.0,,,,01,,,False,True
343778742,343778742,5000.0,2783.33,2016-08-05T06:21:10,66.21,Wendys #998169,US,US,02,fastfood,True,03/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2216.67,,,,01,,,False,False
343778742,343778742,5000.0,2717.12,2016-08-06T15:01:31,12.92,Popeyes #972423,US,US,05,fastfood,True,06/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2282.88,,,,01,,,False,False
343778742,343778742,5000.0,2704.2,2016-08-07T01:58:17,7.55,Quizno's #341039,US,US,05,fastfood,True,11/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2295.8,,,,01,,,False,False
343778742,343778742,5000.0,2696.65,2016-08-07T23:45:35,739.68,Wendys #723429,US,US,09,fastfood,True,07/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2303.35,,,,01,,,False,False
343778742,343778742,5000.0,1956.97,2016-08-10T19:32:47,111.17,Subway #138388,US,US,05,fastfood,True,09/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3043.03,,,,01,,,False,False
343778742,343778742,5000.0,1845.8,2016-08-12T09:07:09,164.85,Subway #185290,US,US,05,fastfood,True,11/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3154.2,,,,01,,,False,False
343778742,343778742,5000.0,1680.95,2016-08-12T19:57:05,172.31,Hardee's #187642,US,US,05,fastfood,True,08/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3319.05,,,,01,,,False,False
343778742,343778742,5000.0,1508.64,2016-08-12T23:41:41,43.59,Wendys #743431,US,US,05,fastfood,True,06/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3491.36,,,,08,,,False,False
343778742,343778742,5000.0,1465.05,2016-08-12T23:42:13,43.59,Wendys #743431,US,US,05,fastfood,True,06/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3534.95,,,,08,,,False,False
343778742,343778742,5000.0,1421.46,2016-08-13T16:55:34,221.54,Seattle Times,US,US,05,subscriptions,False,07/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3578.54,,,,01,,,False,False
